%time,field.t,field.cs1.x,field.cs1.y,field.cs1.theta,field.cs1.speed,field.cs1.acceleration,field.cs1.id,field.cs2.x,field.cs2.y,field.cs2.theta,field.cs2.speed,field.cs2.acceleration,field.cs2.id
1523727922437642097,7.90029096603,3.22414970398,32.4808197021,1.54121911526,13.8888893127,7.0,1,-3.08272027969,-33.901424408,4.63462638855,13.8888893127,7.0,2
1523727922537986040,8.00027704239,3.26524591446,33.8698616028,1.6008657217,13.8888893127,7.0,1,-3.19067454338,-35.2868804932,4.79563045502,13.8888893127,7.0,2
1523727922637767076,8.10033202171,3.22350502014,35.2575950623,1.53674519062,13.8888893127,7.0,1,-3.0752389431,-36.6704330444,4.63377952576,13.8888893127,7.0,2
1523727922738687992,8.20029401779,3.27090454102,36.649066925,1.60597777367,13.8888893127,7.0,1,-3.18457269669,-38.0584106445,4.79427146912,13.8888893127,7.0,2
1523727922837595939,8.30053806305,3.22217750549,38.0335159302,1.53145241737,13.8888893127,7.0,1,-3.07126712799,-39.43907547,4.63277673721,13.8888893127,7.0,2
1523727922937439918,8.40027999878,3.27679228783,39.4209403992,1.61254632473,13.8888893127,7.0,1,-3.18169188499,-40.8231773376,4.79379987717,13.8888893127,7.0,2
1523727923038662910,8.50025200844,3.2187564373,40.8102149963,1.52459180355,13.8888893127,7.0,1,-3.06861615181,-42.2090568542,4.63170099258,13.8888893127,7.0,2
1523727923138526916,8.60036706924,3.28300595284,42.1997718811,1.62099099159,13.8888893127,7.0,1,-3.18073439598,-43.5955734253,4.79386425018,13.8888893127,7.0,2
1523727923238312959,8.70052194595,3.21339082718,43.5855102539,1.51516759396,13.8888893127,7.0,1,-3.06781363487,-44.9784584045,4.63211536407,13.8888893127,7.0,2
1523727923337909936,8.80042099953,3.29063773155,44.972694397,1.6326611042,13.8888893127,7.0,1,-3.17922067642,-46.3633155823,4.79352903366,13.8888893127,7.0,2
1523727923438843011,8.90045285225,3.20468330383,46.3603134155,1.50106108189,13.8888893127,7.0,1,-3.06653690338,-47.7490196228,4.63145494461,13.8888893127,7.0,2
