(0.05, [(-3.25, 124.30238342285156, 4.71238899230957, 13.88888931274414), (3.25, -74.30287069744534, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(1.2, [(-3.25, 108.33058166503906, 4.71238899230957, 13.88888931274414), (3.25, -58.207945470456714, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(1.25, [(-3.25, 107.63607788085938, 4.71238899230957, 13.88888931274414), (3.25, -57.634268425129065, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(1.35, [(-3.25, 106.23666381835938, 4.71238899230957, 13.88888931274414), (3.25, -56.231786586620174, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(1.4, [(-3.25, 105.55180358886719, 4.71238899230957, 13.88888931274414), (3.25, -55.55174174132169, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(1.45, [(-3.25, 104.83563232421875, 4.71238899230957, 13.88888931274414), (3.25, -54.85857504385488, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(1.55, [(-3.25, 103.4693374633789, 4.71238899230957, 13.88888931274414), (3.25, -53.459362630490894, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(1.6, [(-3.25, 102.77454376220703, 4.71238899230957, 13.88888931274414), (3.25, -52.753036552005334, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(1.65, [(-3.25, 102.08033752441406, 4.71238899230957, 13.88888931274414), (3.25, -52.080342946229145, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(1.75, [(-3.25, 100.69132232666016, 4.71238899230957, 13.88888931274414), (3.25, -50.691751197532355, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(1.8, [(-3.25, 99.99699401855469, 4.71238899230957, 13.88888931274414), (3.25, -49.996990627712655, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(1.85, [(-3.25, 99.30258178710938, 4.71238899230957, 13.88888931274414), (3.25, -49.30289012414436, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(1.95, [(-3.25, 97.91361999511719, 4.71238899230957, 13.88888931274414), (3.25, -47.91400918254144, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(2.0, [(-3.25, 97.21945190429688, 4.71238899230957, 13.88888931274414), (3.25, -47.21952897531013, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(2.05, [(-3.25, 96.5248031616211, 4.71238899230957, 13.88888931274414), (3.25, -46.47789045616431, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(2.1, [(-3.25, 95.8304214477539, 4.71238899230957, 13.88888931274414), (3.25, -45.83066790192214, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(2.2, [(-3.25, 94.44154357910156, 4.71238899230957, 13.88888931274414), (3.25, -44.44183331948738, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(2.25, [(-3.25, 93.74273681640625, 4.71238899230957, 13.88888931274414), (3.25, -43.74726039391975, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(2.3, [(-3.25, 93.05271911621094, 4.71238899230957, 13.88888931274414), (3.25, -43.05298107641713, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(2.35, [(-3.25, 92.35814666748047, 4.71238899230957, 13.88888931274414), (3.25, -42.358573719307216, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(2.45, [(-3.25, 90.96955108642578, 4.71238899230957, 13.88888931274414), (3.25, -40.96963979579783, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(2.5, [(-3.25, 90.27470397949219, 4.71238899230957, 13.88888931274414), (3.25, -40.2638347060592, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(2.55, [(-3.25, 89.58036804199219, 4.71238899230957, 13.88888931274414), (3.25, -39.58080521336307, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(2.65, [(-3.25, 88.19170379638672, 4.71238899230957, 13.88888931274414), (3.25, -38.18158396968134, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(2.7, [(-3.25, 87.49578094482422, 4.71238899230957, 13.88888931274414), (3.25, -37.403758808418544, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(2.75, [(-3.25, 86.79409790039062, 4.71238899230957, 13.88888931274414), (3.25, -36.77242641095761, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(2.85, [(-3.25, 85.41365051269531, 4.71238899230957, 13.88888931274414), (3.25, -35.40383312437268, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(2.9, [(-3.25, 84.71928405761719, 4.71238899230957, 13.88888931274414), (3.25, -34.644547215214466, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(3.0, [(-3.25, 83.33036041259766, 4.71238899230957, 13.88888931274414), (3.25, -33.330631256103494, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(3.05, [(-3.25, 82.63607025146484, 4.71238899230957, 13.88888931274414), (3.25, -32.63616650192824, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(3.1, [(-3.25, 81.94119262695312, 4.71238899230957, 13.88888931274414), (3.25, -31.941860693472382, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(3.2, [(-3.25, 80.55055236816406, 4.71238899230957, 13.88888931274414), (3.25, -30.551909075842943, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(3.25, [(-3.25, 79.85796356201172, 4.71238899230957, 13.88888931274414), (3.25, -29.85837150503086, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(3.35, [(-3.25, 78.46040344238281, 4.71238899230957, 13.88888931274414), (3.25, -28.46900048079312, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(3.4, [(-3.25, 77.77458953857422, 4.71238899230957, 13.88888931274414), (3.25, -27.757972258108612, 1.5707963267948966, 13.88888888888889)], (1, 'left', 'stop'))
(3.5, [(-3.25, 76.38591003417969, 4.71238899230957, 13.88888931274414), (3.25, -26.366713753452984, 1.5707963267948966, 13.735615659100608)], (1, 'left', 'stop'))
(3.55, [(-3.25, 75.69117736816406, 4.71238899230957, 13.88888931274414), (3.25, -25.69556436981093, 1.5707963267948966, 13.489093509132086)], (1, 'left', 'stop'))
(3.65, [(-3.25, 74.30266571044922, 4.71238899230957, 13.88888931274414), (3.25, -24.317727194241257, 1.5707963267948966, 12.968318007452336)], (1, 'left', 'stop'))
(3.7, [(-3.25, 73.59617614746094, 4.71238899230957, 13.88888931274414), (3.25, -23.690952036026996, 1.5707963267948966, 12.724367188990971)], (1, 'left', 'stop'))
(3.75, [(-3.25, 72.9132308959961, 4.71238899230957, 13.88888931274414), (3.25, -23.074379678711203, 1.5707963267948966, 12.479735445397557)], (1, 'left', 'stop'))
(3.85, [(-3.25, 71.52507019042969, 4.71238899230957, 13.88888931274414), (3.25, -21.80637628282787, 1.5707963267948966, 11.960926503757083)], (1, 'left', 'stop'))
(3.9, [(-3.25, 70.83062744140625, 4.71238899230957, 13.88888931274414), (3.25, -21.242721165059677, 1.5707963267948966, 11.722935283050775)], (1, 'left', 'stop'))
(3.95, [(-3.25, 70.1361312866211, 4.71238899230957, 13.88888931274414), (3.25, -20.655536164362257, 1.5707963267948966, 11.46975856954376)], (1, 'left', 'stop'))
(4.0, [(-3.25, 69.4410629272461, 4.71238899230957, 13.88888931274414), (3.25, -20.058933179075492, 1.5707963267948966, 11.206664614895676)], (1, 'left', 'stop'))
(4.1, [(-3.25, 68.05290222167969, 4.71238899230957, 13.88888931274414), (3.25, -18.9738995352425, 1.5707963267948966, 10.711628977537686)], (1, 'left', 'stop'))
(4.15, [(-3.25, 67.35832977294922, 4.71238899230957, 13.88888931274414), (3.25, -18.427021209999992, 1.5707963267948966, 10.453239311333114)], (1, 'left', 'stop'))
(4.25, [(-3.25, 65.96949768066406, 4.71238899230957, 13.88888931274414), (3.25, -17.39933846283488, 1.5707963267948966, 9.949541930578958)], (1, 'left', 'stop'))
(4.3, [(-3.25, 65.27489471435547, 4.71238899230957, 13.88888931274414), (3.25, -16.90710035113037, 1.5707963267948966, 9.699020750122335)], (1, 'left', 'stop'))
(4.35, [(-3.25, 64.5804443359375, 4.71238899230957, 13.88888931274414), (3.25, -16.422543659465326, 1.5707963267948966, 9.445921691113751)], (1, 'left', 'stop'))
(4.45, [(-3.25, 63.18861770629883, 4.71238899230957, 13.88888931274414), (3.25, -15.489846418806323, 1.5707963267948966, 8.938594083415085)], (1, 'left', 'stop'))
(4.5, [(-3.25, 62.497314453125, 4.71238899230957, 13.88888931274414), (3.25, -15.043666587154304, 1.5707963267948966, 8.685428364308983)], (1, 'left', 'stop'))
(4.55, [(-3.25, 61.80180358886719, 4.71238899230957, 13.88888931274414), (3.25, -14.60928583241541, 1.5707963267948966, 8.431658100525313)], (1, 'left', 'stop'))
(4.6, [(-3.25, 61.10811996459961, 4.71238899230957, 13.88888931274414), (3.25, -14.174661407062557, 1.5707963267948966, 8.169860101043689)], (1, 'left', 'stop'))
(4.7, [(-3.25, 59.71950912475586, 4.71238899230957, 13.88888931274414), (3.25, -13.38255271724896, 1.5707963267948966, 7.66978012543316)], (1, 'left', 'stop'))
(4.75, [(-3.25, 59.0250358581543, 4.71238899230957, 13.88888931274414), (3.25, -12.999196346742004, 1.5707963267948966, 7.415656644385577)], (1, 'left', 'stop'))
(4.8, [(-3.25, 58.33049774169922, 4.71238899230957, 13.88888931274414), (3.25, -12.628414457472228, 1.5707963267948966, 7.161294895109571)], (1, 'left', 'stop'))
(4.9, [(-3.25, 56.938629150390625, 4.71238899230957, 13.88888931274414), (3.25, -11.901477300222414, 1.5707963267948966, 6.6343630441982935)], (1, 'left', 'stop'))
(4.95, [(-3.25, 56.247535705566406, 4.71238899230957, 13.88888931274414), (3.25, -11.592324259794285, 1.5707963267948966, 6.397127683417208)], (1, 'left', 'stop'))
(5.0, [(-3.25, 55.55267333984375, 4.71238899230957, 13.88888931274414), (3.25, -11.272131112767775, 1.5707963267948966, 6.141767752665175)], (1, 'left', 'stop'))
(5.1, [(-3.25, 54.16373062133789, 4.71238899230957, 13.88888931274414), (3.25, -10.670831437918773, 1.5707963267948966, 5.631013619161995)], (1, 'left', 'stop'))
(5.15, [(-3.25, 53.469581604003906, 4.71238899230957, 13.88888931274414), (3.25, -10.389514179613853, 1.5707963267948966, 5.375420150661568)], (1, 'left', 'stop'))
(5.2, [(-3.25, 52.774959564208984, 4.71238899230957, 13.88888931274414), (3.25, -10.120531109995083, 1.5707963267948966, 5.119112335156448)], (1, 'left', 'stop'))
(5.25, [(-3.25, 52.080528259277344, 4.71238899230957, 13.88888931274414), (3.25, -9.86474619931355, 1.5707963267948966, 4.8628656153687295)], (1, 'left', 'stop'))
(5.3, [(-3.25, 51.385990142822266, 4.71238899230957, 13.88888931274414), (3.25, -9.621615903797231, 1.5707963267948966, 4.606100198429511)], (1, 'left', 'stop'))
(5.4, [(-3.25, 49.99700927734375, 4.71238899230957, 13.88888931274414), (3.25, -9.173859096159603, 1.5707963267948966, 4.091282312624728)], (1, 'left', 'stop'))
(5.45, [(-3.25, 49.3023796081543, 4.71238899230957, 13.88888931274414), (3.25, -8.968316161295274, 1.5707963267948966, 3.831861377053291)], (1, 'left', 'stop'))
(5.5, [(-3.25, 48.608211517333984, 4.71238899230957, 13.88888931274414), (3.25, -8.777609149967503, 1.570805722976119, 3.5743658877729594)], (1, 'left', 'stop'))
(5.55, [(-3.25, 47.913963317871094, 4.71238899230957, 13.88888931274414), (3.2499983210017014, -8.598919716598742, 1.570885611588718, 3.3149958018054013)], (1, 'left', 'stop'))
(5.65, [(-3.25, 46.525108337402344, 4.71238899230957, 13.88888931274414), (3.249956486590059, -8.280438802179805, 1.571065056861993, 2.7936334802185674)], (1, 'left', 'stop'))
(5.7, [(-3.25, 45.83030319213867, 4.71238899230957, 13.88888931274414), (3.249918947395174, -8.140747719647868, 1.5711559227539431, 2.5312995074622378)], (1, 'left', 'stop'))
(5.75, [(-3.25, 45.13621139526367, 4.71238899230957, 13.88888931274414), (3.2498734388751864, -8.014193132809003, 1.5712419769941373, 2.2675827058984788)], (1, 'left', 'stop'))
(5.8, [(-3.25, 44.44168472290039, 4.71238899230957, 13.88888931274414), (3.2498200367517236, -7.894363454692216, 1.5713652642349494, 1.985858642230638)], (1, 'left', 'stop'))
(5.9, [(-3.25, 43.05278778076172, 4.71238899230957, 13.88888931274414), (3.249708626868755, -7.713864397153039, 1.5715441608618599, 1.4624103293981576)], (1, 'left', 'stop'))
(5.95, [(-3.25, 42.358367919921875, 4.71238899230957, 13.88888931274414), (3.249653527809092, -7.640186221972221, 1.5715936110688589, 1.1840026265689876)], (1, 'left', 'stop'))
(6.0, [(-3.25, 41.66378402709961, 4.71238899230957, 13.88888931274414), (3.2495994977598475, -7.572418626949267, 1.5716175352656263, 0.8509913451338667)], (1, 'left', 'stop'))
(6.1, [(-3.25, 40.2750244140625, 4.71238899230957, 13.88888931274414), (3.2495454896163114, -7.506175306215168, 1.5715793378720313, 0.2938268612461389)], (1, 'left', 'stop'))
(6.15, [(-3.25, 39.58067321777344, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(6.2, [(-3.25, 38.8861083984375, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(6.25, [(-3.25, 38.190250396728516, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(6.3, [(-3.25, 37.496971130371094, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(6.35, [(-3.25, 36.80266571044922, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(6.4, [(-3.25, 36.108333587646484, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(6.45, [(-3.25, 35.41398239135742, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(6.55, [(-3.25, 34.02491760253906, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(6.6, [(-3.25, 33.330360412597656, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(6.65, [(-3.25, 32.635963439941406, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(6.7, [(-3.25, 31.940935134887695, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(6.8, [(-3.25, 30.55261993408203, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(6.85, [(-3.25, 29.858232498168945, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(6.9, [(-3.25, 29.163888931274414, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(6.95, [(-3.25, 28.469526290893555, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(7.05, [(-3.25, 27.080684661865234, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(7.1, [(-3.25, 26.386249542236328, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(7.15, [(-3.25, 25.6917667388916, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(7.2, [(-3.25, 24.997343063354492, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(7.25, [(-3.25, 24.302509307861328, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(7.3, [(-3.25, 23.607988357543945, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(7.35, [(-3.25, 22.913759231567383, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(7.45, [(-3.25, 21.524951934814453, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(7.5, [(-3.25, 20.830184936523438, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(7.55, [(-3.25, 20.13582420349121, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(7.6, [(-3.25, 19.441740036010742, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(7.65, [(-3.25, 18.74711036682129, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(7.7, [(-3.25, 18.052526473999023, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(7.75, [(-3.25, 17.358064651489258, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(7.8, [(-3.25, 16.66373062133789, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(7.85, [(-3.25, 15.969192504882812, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(7.9, [(-3.25, 15.274860382080078, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(7.95, [(-3.25, 14.580360412597656, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(8.0, [(-3.25, 13.886016845703125, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(8.05, [(-3.25, 13.191508293151855, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(8.1, [(-3.25, 12.497259140014648, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(8.15, [(-3.25, 11.802794456481934, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(8.2, [(-3.25, 11.108332633972168, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(8.25, [(-3.25, 10.41383171081543, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(8.3, [(-3.25, 9.719294548034668, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(8.35, [(-3.25, 9.024823188781738, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(8.4, [(-3.25, 8.330146789550781, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(8.45, [(-3.25, 7.636008262634277, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(8.5, [(-3.25, 6.940676212310791, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(8.55, [(-3.25, 6.246619701385498, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(8.6, [(-3.25, 5.551018238067627, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(8.65, [(-3.25, 4.858175754547119, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(8.7, [(-3.25, 4.163424015045166, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(8.75, [(-3.25, 3.4691293239593506, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(8.8, [(-3.25, 2.7748324871063232, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(8.85, [(-3.25, 2.0800278186798096, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(8.9, [(-3.25, 1.3862583637237549, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(8.95, [(-3.25, 0.6915463209152222, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(9.0, [(-3.25, -0.0030111384112387896, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(9.05, [(-3.25, -0.6990565061569214, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(9.1, [(-3.25, -1.3919825553894043, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(9.15, [(-3.25, -2.085862398147583, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(9.2, [(-3.25, -2.786214590072632, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(9.25, [(-3.25, -3.4752798080444336, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(9.3, [(-3.25, -4.1696295738220215, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(9.35, [(-3.25, -4.864010334014893, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(9.4, [(-3.25, -5.558305263519287, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(9.45, [(-3.25, -6.253509521484375, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'stop'))
(9.5, [(-3.25, -6.947195053100586, 4.71238899230957, 13.88888931274414), (3.249534158254162, -7.491703787018949, 1.5715577053016587, 0.0)], (1, 'left', 'go'))
